	Adrenal-exp_g	Adrenal-exp_n	Adrenal-exp_t	Adrenal-l2fc_gtex	Adrenal-l2fc_normal	Adrenal-num_g	Adrenal-num_n	Adrenal-num_t	Bladder-exp_g	Bladder-exp_n	Bladder-exp_t	Bladder-l2fc_gtex	Bladder-l2fc_normal	Bladder-num_g	Bladder-num_n	Bladder-num_t	Brain-exp_g	Brain-exp_n	Brain-exp_t	Brain-l2fc_gtex	Brain-l2fc_normal	Brain-num_g	Brain-num_n	Brain-num_t	Breast-exp_g	Breast-exp_n	Breast-exp_t	Breast-l2fc_gtex	Breast-l2fc_normal	Breast-num_g	Breast-num_n	Breast-num_t	Colon-exp_g	Colon-exp_n	Colon-exp_t	Colon-l2fc_gtex	Colon-l2fc_normal	Colon-num_g	Colon-num_n	Colon-num_t	Esophagus-exp_g	Esophagus-exp_n	Esophagus-exp_t	Esophagus-l2fc_gtex	Esophagus-l2fc_normal	Esophagus-num_g	Esophagus-num_n	Esophagus-num_t	Kidney-exp_g	Kidney-exp_n	Kidney-exp_t	Kidney-l2fc_gtex	Kidney-l2fc_normal	Kidney-num_g	Kidney-num_n	Kidney-num_t	Liver-exp_g	Liver-exp_n	Liver-exp_t	Liver-l2fc_gtex	Liver-l2fc_normal	Liver-num_g	Liver-num_n	Liver-num_t	Lung-exp_g	Lung-exp_n	Lung-exp_t	Lung-l2fc_gtex	Lung-l2fc_normal	Lung-num_g	Lung-num_n	Lung-num_t	Pancreas-exp_g	Pancreas-exp_n	Pancreas-exp_t	Pancreas-l2fc_gtex	Pancreas-l2fc_normal	Pancreas-num_g	Pancreas-num_n	Pancreas-num_t	Prostate-exp_g	Prostate-exp_n	Prostate-exp_t	Prostate-l2fc_gtex	Prostate-l2fc_normal	Prostate-num_g	Prostate-num_n	Prostate-num_t	Skin-exp_g	Skin-exp_n	Skin-exp_t	Skin-l2fc_gtex	Skin-l2fc_normal	Skin-num_g	Skin-num_n	Skin-num_t	Stomach-exp_g	Stomach-exp_n	Stomach-exp_t	Stomach-l2fc_gtex	Stomach-l2fc_normal	Stomach-num_g	Stomach-num_n	Stomach-num_t	Testis-exp_g	Testis-exp_n	Testis-exp_t	Testis-l2fc_gtex	Testis-l2fc_normal	Testis-num_g	Testis-num_n	Testis-num_t	Thyroid-exp_g	Thyroid-exp_n	Thyroid-exp_t	Thyroid-l2fc_gtex	Thyroid-l2fc_normal	Thyroid-num_g	Thyroid-num_n	Thyroid-num_t	Uterus-exp_g	Uterus-exp_n	Uterus-exp_t	Uterus-l2fc_gtex	Uterus-l2fc_normal	Uterus-num_g	Uterus-num_n	Uterus-num_t	l2fc_gtex	l2fc_normal
GABRA2	1.06832224475		1.15445014994	0.0862685697447		125	0	76	3.66815666761	5.01132488577	0.915926372723	-2.75223029489	-4.09539851305	9	19	407	10.9411887527	12.1476710167	7.86618985491	-3.07499889782	-4.28148116181	929	5	689	5.65869627501	6.23878220863	2.5707263058	-3.08799674168	-3.66817455656	178	112	1097	6.59259407685	8.51438809627	6.65664481348	0.0641214700863	-1.85767254933	303	51	382	3.32811632824	5.85820687665	4.27127458623	0.944158484915	-1.68469623696	271	12	182	6.70108110237	9.41519016729	1.00293669966	-5.69814440271	-8.412840638	27	72	529	1.32382733203	0.849213820458	0.0	-1.32383154869	-0.849392469842	110	50	371	2.55955440634	3.46407889861	1.81666060485	-0.742893801483	-1.64741829376	287	59	515	2.26291714287	5.36323883115	5.09016055084	2.82724340798	-0.700353257543	165	4	179	1.9371867044	2.74765251041	2.30057563198	0.363334696871	-0.447076878436	100	51	495	3.12269468004	1.14525705155	2.08634546881	-1.0363499839	0.94108841726	556	1	467	3.87200037773	6.25665737059	5.6829102712	1.81090989348	-0.573785007462	173	36	413	4.456503979		2.89851350484	-1.55799026526		165	0	154	2.66599106194	2.62642091088	0.824539637824	-1.84145227696	-1.80188063917	278	59	512	2.32230114784	5.16345101989	2.06177889091	-0.260527015869	-3.10167212898	78	23	181	-0.889621892693	-1.82977659425
RET	6.59910408967		5.48295579884	-1.11304513234		125	0	76	4.78975451824	6.16599692307	5.39955034199	0.609795823746	-0.766446581078	9	19	407	7.09931252725	8.60854920346	8.19942141204	1.10010888479	-0.409127791423	929	5	689	5.70714276818	7.89525674186	10.3345259734	4.62737060957	2.43926912006	178	112	1097	7.48484327701	8.09974346842	5.95651518912	-1.52826764468	-2.14316783609	303	51	382	4.34227316537	7.89014684551	6.09237279588	1.75009988608	-1.79789001812	271	12	182	5.68206823158	6.17905896409	5.45936171249	-0.222706519092	-0.719987816109	27	72	529	7.51815355979	7.62016697761	4.19847173497	-3.32062455064	-3.42247626336	110	50	371	4.76599315243	6.31824447116	6.56235330498	1.79636015255	0.244108833822	287	59	515	5.98313325536	6.99014219592	7.04999688165	1.06686362628	0.0569876698416	165	4	179	6.34530839421	8.57615519801	8.99094219561	2.64539730157	0.414786997597	100	51	495	5.49422529008	3.95812480594	4.1262688319	-1.36795660943	0.168144025959	556	1	467	7.25788187083	7.42507136299	6.47831721347	-0.779564657362	-0.947277912301	173	36	413	7.42945194788		8.4023552739	0.972913913205		165	0	154	5.34823310149	6.27718020671	5.8867778116	0.538549161255	-0.390395843128	278	59	512	5.31369600943	7.39096202934	6.4555053469	1.1418050379	-0.935456682448	78	23	181	0.791354868475	-0.743217198594
PCDHGA8	3.27566138811		5.09596010536	1.82060616194		125	0	76	3.51425915036	4.02159342019	3.70217900226	0.187919851899	-0.319414417933	9	19	407	3.3055356976	3.63539056118	4.21543016261	0.909894465015	0.580039601434	929	5	689	3.67686505367	4.60879790524	3.93978285792	0.262917510823	-0.669081028284	178	112	1097	3.90291167338	3.32962344445	2.6936633621	-1.20924830554	-0.635960076609	303	51	382	3.65064830739	3.90215781054	4.89098008493	1.24033922856	0.973182222584	271	12	182	3.12869288634	3.76533699915	4.5603271697	1.43163428336	0.794989486217	27	72	529	4.08303108429	3.6123601777	3.75878333953	-0.324330677587	0.145891161914	110	50	371	3.96104207033	4.78016371759	4.53794188235	0.576899812024	-0.242221835236	287	59	515	3.85685642133	4.94486640636	4.57778685803	0.720930436699	-0.38326255757	165	4	179	3.81270098264	4.79110501563	4.63586114095	0.823100100267	-0.155243874683	100	51	495	4.50340149055	4.51180935629	3.49685834244	-1.00654315398	-1.01495101386	556	1	467	2.77294997211	4.4059341047	4.46819004007	1.69524006796	0.0551476872208	173	36	413	4.64565229053		6.18147327653	1.53582194138		165	0	154	3.95890420613	4.79273918516	4.86491240824	0.906008617182	0.0721737277456	278	59	512	4.70194572549	4.8227857038	3.05714362009	-1.64481457821	-1.7656420837	78	23	181	0.772015268483	-0.280818126584
S1PR1	9.52985113603		9.98426084113	0.454826907752		125	0	76	9.6690424979	11.0577350534	8.96066865796	-0.708373839944	-2.09706639544	9	19	407	11.3383483861	11.0564206886	11.6435183993	0.305170013156	0.587097710674	929	5	689	11.883216493	11.8743800206	9.6443263914	-2.2389040882	-2.23005392386	178	112	1097	9.5872187064	10.1498436509	8.84674473558	-0.740473372463	-1.30309831693	303	51	382	8.81669525188	11.2581304186	9.49477333653	0.678082652324	-1.77267616699	271	12	182	9.66406786358	10.68537746	12.2999448301	2.63587696648	1.61456693379	27	72	529	9.24071028615	10.2740074662	10.1251755805	0.884436403022	-0.148852445044	110	50	371	12.0085391419	13.140681612	10.1737848397	-1.83475430223	-2.96689677229	287	59	515	8.92807342161	11.6402777195	10.8300056672	1.9019322456	-1.11271792025	165	4	179	9.11110607449	10.0123796186	9.20255181043	0.0914319612558	-0.809827808153	100	51	495	9.60362707243	10.0891142594	8.44017687886	-1.16345030048	-1.64893738051	556	1	467	9.58364991754	10.9598548255	10.3525388926	0.768888975101	-0.607324215987	173	36	413	7.21028775622		8.69042507104	1.48018744755		165	0	154	10.7306910115	10.3163888461	11.1314036165	0.400715710382	0.81501841651	278	59	512	10.2184056353	11.3959614254	8.48360902318	-1.73490906921	-2.91235240223	78	23	181	0.352942861769	-1.47601784872
SEMA5A	6.4578075454		7.99143063893	1.53363182125		125	0	76	10.0376024088	11.4411436114	11.677670884	1.64006847518	0.236527272544	9	19	407	10.1256332873	10.6909670912	12.2038341869	2.0782008996	1.51286709565	929	5	689	9.77524938947	12.2063549458	10.4768802298	0.701590552948	-1.7301311671	178	112	1097	8.29063886624	11.9582221333	11.4115046297	3.12086837302	-0.546714894074	303	51	382	8.97761459194	10.2566566484	9.93479208046	0.957178191453	-0.35998278792	271	12	182	10.0979764994	11.9761521025	11.6726335774	1.57465707799	-0.303532732116	27	72	529	8.61863552461	9.64271501534	9.23302111419	0.614246987617	-0.409740758251	110	50	371	10.0338645679	13.0196703753	9.7009338844	-0.332930683467	-3.31873649094	287	59	515	8.69642728747	11.5622564043	11.1832910907	2.48686380321	-0.378984222173	165	4	179	8.59424852445	10.4391405995	8.78556740282	0.191314994667	-1.65357319668	100	51	495	9.31357126029	8.92224608255	11.4818316304	2.16825923956	2.55958554781	556	1	467	7.39515500419	9.8914892255	10.3433302242	2.94817522003	0.451797015951	173	36	413	7.45536242918		8.07393491075	0.618731226559		165	0	154	8.14153698652	8.62747342291	9.45316288251	1.31162033906	0.825690253334	278	59	512	8.96536189101	11.5261491384	9.61612339247	0.650668156129	-1.91002574597	78	23	181	1.42262608016	-0.394362490212
DCBLD1	7.82064152736		8.54614161232	0.72558665183		125	0	76	7.96442714296	9.1984328498	9.92661260017	1.9621854572	0.728179750372	9	19	407	7.84293238805	8.72785792105	8.84302974853	1.00009736049	0.115171827486	929	5	689	8.56057562898	8.70025748611	9.28695312192	0.7263770761	0.586644224558	178	112	1097	8.02496245905	9.81304543953	10.1615006296	2.13653818625	0.348455205767	303	51	382	8.4911006245	9.50671817073	10.5920803766	2.10098141781	1.08242592682	271	12	182	8.23265807197	8.14185732937	9.28002535957	1.0473672876	1.13815558584	27	72	529	9.18672646967	8.8979753562	9.24836202696	0.0615697004694	0.350385335095	110	50	371	9.42834487307	10.1672890099	10.5841202484	1.1557753753	0.416831238487	287	59	515	8.75869193827	11.1773188983	11.109943812	2.35125187374	-0.0673781975724	165	4	179	7.48604514612	8.56821731635	8.58170273752	1.09565034891	0.0134854211734	100	51	495	7.69969588664	7.4702517796	8.31630257981	0.616606491409	0.846050800214	556	1	467	8.74648601242	9.39288417405	10.3375394349	1.59105342247	0.944511130073	173	36	413	8.74256742199		8.43042653598	-0.312135233177		165	0	154	8.67705607279	9.06440722589	9.43443987491	0.757409767278	0.370058768663	278	59	512	7.81972164012	9.11838434445	9.69681090032	1.87708921345	0.578426555876	78	23	181	1.07150881825	0.393445003575
PKHD1L1	7.74022883624		1.50278695172	-6.23733382531		125	0	76	6.29371828708	5.16278300125	2.43485610857	-3.85886217851	-2.72792689267	9	19	407	2.9479098612	1.53744168808	0.813184521064	-2.13472534013	-0.724257167014	929	5	689	7.43817079781	7.56753860236	3.26906114236	-4.16925028363	-4.29856989592	178	112	1097	7.40368124563	7.48884392383	2.82733222324	-4.57633818291	-4.6615008611	303	51	382	7.24540105884	7.4105158715	3.80562813076	-3.43977250951	-3.62130579714	271	12	182	6.42313362174	5.06426783158	2.67213450651	-3.75099911523	-2.39225215008	27	72	529	5.33167597922	4.49608580805	2.97200448923	-2.3597816583	-1.52483898497	110	50	371	9.18800905667	8.78184851437	5.24964096776	-3.93836808891	-3.53220754661	287	59	515	5.73690095732	4.10900922475	3.89253741121	-1.84436354611	-0.236428974046	165	4	179	5.73736000171	5.1257722018	3.5619511214	-2.17541401232	-1.5638210804	100	51	495	7.26623927327	5.46011560737	1.95373331114	-5.31251241047	-3.50638229622	556	1	467	7.03241989543	7.25637928973	4.52218820207	-2.51023169336	-2.73426000613	173	36	413	5.74106103282		3.20497712477	-2.53597487116		165	0	154	12.7082646858	13.405610439	8.26798641596	-4.44024513501	-5.13758987095	278	59	512	6.79012488383	8.76251136816	6.80971273662	0.0195838968998	-1.95279863154	78	23	181	-3.59538581237	-3.12032115118
AREG	4.44357634809		4.06469764693	-0.378810785583		125	0	76	7.0532796266	11.6834927989	8.64173199724	1.58845237063	-3.04176080163	9	19	407	2.31404742932	3.67853825895	2.15818281884	-0.155864610482	-1.52035544011	929	5	689	8.48588007641	10.1759216875	8.94310722822	0.456538308658	-1.23286446487	178	112	1097	6.77791721029	9.687909844	11.7935840899	5.01567215245	2.10567951873	303	51	382	9.05134734362	8.81101325967	10.3700048291	1.3190762191	1.55417198723	271	12	182	4.51043938541	5.94897079876	7.37712639447	2.86668700906	1.42696365216	27	72	529	4.58919043469	6.01610827291	4.54887659289	-0.0405977078657	-1.46723210767	110	50	371	9.29395325476	11.376566608	10.0801596435	0.786206388787	-1.29640696443	287	59	515	4.93776940832	6.74519139599	10.4282196302	5.49045022193	3.48390423236	165	4	179	6.04432880917	6.49177375238	5.68875078579	-0.355974763584	-0.803022966595	100	51	495	7.47549598179	4.47297306819	3.85715767347	-3.61833866777	-0.615815394716	556	1	467	7.29318302139	9.47804732673	9.77400911157	2.48082609018	0.290967971379	173	36	413	7.74937795985		3.22203761961	-4.52732726434		165	0	154	4.5330460774	4.9320509512	6.79373758663	2.26069388977	1.86168968751	278	59	512	4.03131582256	4.87285303273	6.57027868499	2.53896020943	1.69742565227	78	23	181	1.05264130395	-0.709419180656
HLA-B	13.8068959095		14.9308509085	1.12396815401		125	0	76	13.1096424456	15.8562661633	15.8844627	2.77482025432	0.0281965366903	9	19	407	12.2205923143	12.499126321	13.9061519682	1.68555965392	1.40702564719	929	5	689	14.1815053718	14.901315548	15.4882539218	1.30674848704	0.586936639048	178	112	1097	13.7611870702	16.5477859248	16.0668572941	2.30567037367	-0.480928480915	303	51	382	13.1730681384	14.1512933296	15.6970116388	2.52409215516	1.50274158239	271	12	182	14.3318373839	14.3648246495	17.1618183112	2.8299809273	2.79696863244	27	72	529	13.7108001335	15.0744689063	15.8214378979	2.11061468216	0.746828369992	110	50	371	15.4315514995	17.0706918061	16.5477595048	1.11620800537	-0.522932301209	287	59	515	12.6323629189	16.987462148	16.6911842117	4.05882129281	-0.30687018325	165	4	179	13.4287575302	14.8069514386	14.8467525347	1.41799484176	0.0398010960725	100	51	495	14.4631471252	16.7089244617	15.9683946409	1.50524750925	-0.740529820868	556	1	467	13.5015525344	16.1717616674	15.9841722089	2.48261967454	-0.192690846403	173	36	413	12.004148644		14.98687217	2.9827449347		165	0	154	13.6192233753	14.4259988718	16.1468913828	2.52767514137	1.72089966488	278	59	512	13.8665576499	15.9407031341	15.9373694082	2.0707202326	-0.00333372585443	78	23	181	2.20814252792	0.0124314054179
PARM1	10.9391481481		9.24352839341	-1.69561975395		125	0	76	12.0837742869	12.7157178505	9.98143296191	-2.10234132494	-2.73428488857	9	19	407	10.4447890113	12.1042029438	9.24819682851	-1.19659218275	-2.85600611529	929	5	689	10.9973326724	11.5459074629	10.0652905561	-0.932241616052	-1.48069666468	178	112	1097	11.2449048555	14.505613375	12.8130001434	1.56810352958	-1.69260498991	303	51	382	8.71079702128	11.5422207043	9.74753711992	1.03700355653	-1.80079863444	271	12	182	11.0755152483	12.3019010159	11.8466836045	0.771168356258	-0.455217491072	27	72	529	6.41420016423	6.92775311419	7.77744514745	1.36318805509	0.849673242025	110	50	371	10.9690131772	13.6356053011	13.0014927251	2.03247954794	-0.634112575983	287	59	515	11.4033006067	11.3642875182	11.8857641695	0.482463562791	0.521461628868	165	4	179	11.9386019843	14.1158476811	12.5839993598	0.645392683902	-1.53184832131	100	51	495	9.73884961845	9.72703717058	7.87938482317	-1.85946479865	-1.84765234741	556	1	467	9.51100575782	11.2293021328	10.6241117501	1.1131059923	-0.608653213005	173	36	413	9.93070635428		8.69886998225	-1.2318283305		165	0	154	12.9836144012	14.0315757095	13.8509598802	0.867344578605	-0.180615447042	278	59	512	11.1187002866	12.286874559	8.95072124614	-2.16802221714	-3.33615331285	78	23	181	0.563928123347	-1.61222665561
CDH3	3.8783533926		3.97950694801	0.101231415766		125	0	76	7.35083314409	10.8129249902	12.1194100605	4.76857691641	1.30648507032	9	19	407	7.01081510577	7.44942227398	7.08843656891	0.0776214631401	-0.360985705069	929	5	689	8.69186745726	12.0203208649	10.661776592	1.96990727002	-1.35871617546	178	112	1097	3.63330381157	5.93675832313	12.0647429628	8.43144685821	6.12799234666	303	51	382	10.6444989778	9.54025629668	13.053129507	2.40863477152	2.94143417582	271	12	182	8.74327433353	9.61430586679	6.04235713418	-2.70091719935	-3.57195564473	27	72	529	2.50120881315	2.98086217657	3.30762134359	0.806209443566	0.326748629605	110	50	371	6.94259930974	9.66563261816	12.1507324992	5.20813318947	2.48509988105	287	59	515	5.48275114828	11.9106029219	12.7342709165	7.2515197682	0.73851487362	165	4	179	9.69508315638	11.6903763328	10.6877555081	0.992428849359	-1.00262082464	100	51	495	9.98873154211	10.3417247816	11.1119160675	1.12318441489	0.770191285872	556	1	467	6.11927561964	7.76887024568	10.9660210746	4.84674545494	3.19661627111	173	36	413	6.83097305549		12.184964104	5.35399585375		165	0	154	6.22411648506	7.92832445782	12.7280266161	6.50391717901	4.79970977743	278	59	512	9.53732689445	11.2209306236	12.2494393597	2.71211126521	1.02850873603	78	23	181	2.56037301836	0.754353079746
NPR3	8.26834445331		10.378857397	2.11056437686		125	0	76	6.98233395554	8.22892616225	5.90179108484	-1.08054287071	-2.32713507742	9	19	407	5.21010833176	6.78811368577	5.07266346869	-0.13744486307	-1.71545021708	929	5	689	7.37387693516	10.336886732	8.14490260135	0.770917167447	-2.19243585206	178	112	1097	8.49714365464	7.43008058846	5.75325019675	-2.74389333298	-1.6768302668	303	51	382	8.88861337248	8.32234909224	7.92733372445	-0.961277858282	-0.396460443092	271	12	182	10.2225128896	13.0553372679	13.3402580557	3.11774516612	0.284359424202	27	72	529	8.37633707992	8.83381612522	7.96130818551	-0.415080384609	-0.872513290247	110	50	371	9.92892164853	11.8673388537	9.68240456338	-0.24651708515	-2.18493429032	287	59	515	5.66748040903	10.0396179299	10.2783947862	4.61091437717	0.0813150036642	165	4	179	8.05360417997	10.2140342924	9.71654476393	1.66271869863	-0.497489528506	100	51	495	8.66527145134	3.15008193077	4.53769508708	-4.12757669309	1.38761315631	556	1	467	6.62004421034	8.10412434356	6.60636140584	-0.0136828044984	-1.49812513167	173	36	413	6.30480905935		5.04675971745	-1.25791780795		165	0	154	9.26525216591	10.9053064749	9.05496575055	-0.21026544859	-1.8503149225	278	59	512	7.68421182928	10.2192556363	8.2866722836	0.602451888644	-1.93258335272	78	23	181	-0.17385515583	-1.69614024194
CDH11	8.75221607216		10.8904324019	2.14520625727		125	0	76	10.7924990369	11.8364622639	10.155963216	-0.636535820867	-1.68049904787	9	19	407	10.1296644143	10.1645925972	11.3857480782	1.25608366388	1.221155481	929	5	689	9.63201964452	10.9563156809	12.363495473	2.73146060215	1.40717756682	178	112	1097	9.18542248674	9.9072988713	11.1908077222	2.00539032042	1.28351393586	303	51	382	7.85623297638	9.73009964924	11.083189592	3.2283871839	1.34918541382	271	12	182	9.10914108136	9.73501508204	11.4082977287	2.29915664731	1.67325108823	27	72	529	6.05902979842	6.68677126204	7.65357708646	1.59454485476	0.966709697047	110	50	371	11.6029577853	12.5530557234	12.4123184295	0.809360644215	-0.140737293917	287	59	515	7.39815862846	13.4343854126	13.1555667959	5.75740816748	-0.406054028325	165	4	179	9.92752177055	10.5932295477	10.3068431641	0.379264576549	-0.286386383596	100	51	495	9.46068762651	9.6266650369	9.613726032	0.153038269153	-0.012939004901	556	1	467	9.02242416168	10.8643734084	11.8947603907	2.87233622897	1.02973477857	173	36	413	8.45021082818		9.49673540705	1.04663199595		165	0	154	9.05892067069	8.73479335005	10.0742450079	1.01532932261	1.33946348427	278	59	512	10.5603625503	12.6302227118	10.1276014765	-0.432763086526	-2.50262123528	78	23	181	1.42531425932	0.476885346073
PTGER3	7.77101992055		7.01176347591	-0.756768275206		125	0	76	8.20491032275	8.65376445765	5.91764261351	-2.28726770924	-2.73612184414	9	19	407	5.67764510743	9.11394656102	4.21264112757	-1.46500397986	-4.90130543345	929	5	689	10.1191778527	11.4242030665	9.87927265309	-0.240041601134	-1.54499527123	178	112	1097	9.44078106359	8.11830164322	6.92039379845	-2.52033294302	-1.19785352265	303	51	382	6.58099058303	11.2230438026	7.3408064462	0.759837040086	-4.19558126085	271	12	182	11.7616425491	13.532776453	11.1878714633	-0.573771085725	-2.34494649848	27	72	529	4.34295488826	4.05945803932	5.09449754584	0.750759171536	1.03501724537	110	50	371	6.05861535769	7.81274294	6.15714474011	0.0985293824176	-1.65559819989	287	59	515	8.22029330083	9.25557465477	8.73721048063	0.516917179805	-0.527378061797	165	4	179	7.19807005453	8.4342118654	6.93217496071	-0.265904215308	-1.50203690469	100	51	495	9.71203999623	6.16779021824	5.5135627578	-4.19848034762	-0.654227460445	556	1	467	10.5009081592	9.62571302267	8.10850435938	-2.39240379979	-1.51844252053	173	36	413	5.25238845978		3.9306731949	-1.32121128843		165	0	154	5.91827889121	5.53055133939	6.54513103753	0.626848064303	1.01457970524	278	59	512	12.4148946909	12.0669267919	5.40535661413	-7.00953808388	-6.66157017777	78	23	181	-0.665269680466	-1.60029673556
LRP5	11.1954135344		10.903073066	-0.291571211424		125	0	76	11.2035424586	12.4166535425	12.3940784056	1.190535947	-0.0225751369251	9	19	407	8.8213499836	8.64520212123	10.8214551667	2.00010518313	2.17625304551	929	5	689	11.3743193313	12.3858353598	11.6855645183	0.311244370964	-0.700270855064	178	112	1097	11.2033627223	12.9974427343	12.9562830772	1.75292085021	-0.0411591617404	303	51	382	10.282890081	12.7894836679	13.179854425	2.89719239311	0.385054230822	271	12	182	10.7624447994	11.3827577419	12.1581152171	1.39567041765	0.775357473934	27	72	529	12.5567326521	13.0259954979	13.1114889767	0.55475206565	0.0852550199045	110	50	371	10.8099130893	12.8392824221	12.9628105944	2.15289750513	0.123528172333	287	59	515	11.0844772193	12.1178656156	13.0975579854	2.01308076617	0.975787412228	165	4	179	10.757044567	12.3870576128	12.1449246539	1.38783014597	-0.242132958889	100	51	495	10.4142664372	9.23090525856	10.6257137075	0.21144726956	1.39480844898	556	1	467	11.0797181751	12.7844359892	13.1532451073	2.0735269322	0.367552379738	173	36	413	8.66463278516		10.362983856	1.69835126572		165	0	154	11.0892055795	12.1542273649	12.3065746541	1.21736903011	0.152347519568	278	59	512	11.0680760536	12.5208411886	12.0529001355	0.984810199362	-0.467941053135	78	23	181	1.39175028181	0.104391596119
APCDD1	9.41821062654		9.23202681539	-0.18600957247		125	0	76	11.5392871188	11.6617168934	10.2533330555	-1.28595406331	-1.4083838379	9	19	407	10.8899518956	11.375744857	12.1117512942	1.22179939857	0.736006437212	929	5	689	10.6775341812	11.8250833108	9.48034082353	-1.19721139016	-2.34479765274	178	112	1097	9.50979349417	9.90522665339	10.9623652243	1.45257375692	1.05714059769	303	51	382	10.808188837	10.3508374475	10.3869514416	-0.421231555152	0.0338741804162	271	12	182	8.28937264512	9.33172846833	9.60400863854	1.31463599342	0.272127790832	27	72	529	6.31893860132	7.45778930073	6.30007319172	-0.0188654096215	-1.15782996353	110	50	371	9.81894392651	10.8400365572	9.64351887338	-0.175425053139	-1.1965176838	287	59	515	9.13239668283	12.1423703104	11.614242371	2.4818456882	-0.541420120995	165	4	179	11.1786179007	12.5721905182	11.3438752167	0.165255490407	-1.22831530143	100	51	495	12.4338824966	6.47345434849	8.87761424526	-3.5562682936	2.40415989677	556	1	467	10.1458828896	11.3012858935	9.87254883452	-0.273334055115	-1.4299216537	173	36	413	7.6423555379		10.158562299	2.51620720275		165	0	154	8.34509931247	8.31591908351	9.05232060401	0.707221135289	0.73640153229	278	59	512	10.5337114201	12.4125047053	11.5810820272	1.04493402853	-0.831422678074	78	23	181	0.0731950403927	-0.994626320802
MYOF	10.8805155064		10.8096537302	-0.0707193636524		125	0	76	12.9974569535	14.1297010766	13.4276768795	0.430219925966	-0.702024197136	9	19	407	8.62435848283	8.23215205734	9.65394687764	1.02958839481	1.4217948203	929	5	689	12.2842527804	13.6992086039	13.3551961841	1.07091772451	-0.344013129763	178	112	1097	11.5565511918	12.8265564643	12.5210461044	0.964500595699	-0.305504676826	303	51	382	12.5109704174	13.0158425298	13.6682283433	1.15725909696	0.498798101596	271	12	182	10.8648079724	12.003660283	13.464683626	2.59987565367	1.46052694076	27	72	529	7.74356208744	8.35255824711	8.99244885755	1.24888675676	0.639839231008	110	50	371	11.8456362077	13.5483481315	13.7488776164	1.90324140868	0.200529484847	287	59	515	9.65740315624	13.2089151803	13.9913108177	4.33390766149	0.730723863791	165	4	179	11.646113996	13.2672525887	11.5007955341	-0.145318463716	-1.76645705456	100	51	495	12.4386412195	11.4576396654	11.0802166199	-1.35842460329	-0.377423045581	556	1	467	10.7002972461	12.6384039636	13.1299967349	2.42969948883	0.491591750794	173	36	413	7.84182534994		10.3022205838	2.4604336821		165	0	154	11.5556121455	12.7970927042	13.5351391595	1.97952776346	0.738047211029	278	59	512	11.7067753037	13.3106292595	11.9554826932	0.248707287447	-1.35514656631	78	23	181	1.11408841074	-0.0524875959895
