	Adrenal-exp_g	Adrenal-exp_n	Adrenal-exp_t	Adrenal-l2fc_gtex	Adrenal-l2fc_normal	Adrenal-num_g	Adrenal-num_n	Adrenal-num_t	Bladder-exp_g	Bladder-exp_n	Bladder-exp_t	Bladder-l2fc_gtex	Bladder-l2fc_normal	Bladder-num_g	Bladder-num_n	Bladder-num_t	Brain-exp_g	Brain-exp_n	Brain-exp_t	Brain-l2fc_gtex	Brain-l2fc_normal	Brain-num_g	Brain-num_n	Brain-num_t	Breast-exp_g	Breast-exp_n	Breast-exp_t	Breast-l2fc_gtex	Breast-l2fc_normal	Breast-num_g	Breast-num_n	Breast-num_t	Colon-exp_g	Colon-exp_n	Colon-exp_t	Colon-l2fc_gtex	Colon-l2fc_normal	Colon-num_g	Colon-num_n	Colon-num_t	Esophagus-exp_g	Esophagus-exp_n	Esophagus-exp_t	Esophagus-l2fc_gtex	Esophagus-l2fc_normal	Esophagus-num_g	Esophagus-num_n	Esophagus-num_t	Kidney-exp_g	Kidney-exp_n	Kidney-exp_t	Kidney-l2fc_gtex	Kidney-l2fc_normal	Kidney-num_g	Kidney-num_n	Kidney-num_t	Liver-exp_g	Liver-exp_n	Liver-exp_t	Liver-l2fc_gtex	Liver-l2fc_normal	Liver-num_g	Liver-num_n	Liver-num_t	Lung-exp_g	Lung-exp_n	Lung-exp_t	Lung-l2fc_gtex	Lung-l2fc_normal	Lung-num_g	Lung-num_n	Lung-num_t	Pancreas-exp_g	Pancreas-exp_n	Pancreas-exp_t	Pancreas-l2fc_gtex	Pancreas-l2fc_normal	Pancreas-num_g	Pancreas-num_n	Pancreas-num_t	Prostate-exp_g	Prostate-exp_n	Prostate-exp_t	Prostate-l2fc_gtex	Prostate-l2fc_normal	Prostate-num_g	Prostate-num_n	Prostate-num_t	Skin-exp_g	Skin-exp_n	Skin-exp_t	Skin-l2fc_gtex	Skin-l2fc_normal	Skin-num_g	Skin-num_n	Skin-num_t	Stomach-exp_g	Stomach-exp_n	Stomach-exp_t	Stomach-l2fc_gtex	Stomach-l2fc_normal	Stomach-num_g	Stomach-num_n	Stomach-num_t	Testis-exp_g	Testis-exp_n	Testis-exp_t	Testis-l2fc_gtex	Testis-l2fc_normal	Testis-num_g	Testis-num_n	Testis-num_t	Thyroid-exp_g	Thyroid-exp_n	Thyroid-exp_t	Thyroid-l2fc_gtex	Thyroid-l2fc_normal	Thyroid-num_g	Thyroid-num_n	Thyroid-num_t	Uterus-exp_g	Uterus-exp_n	Uterus-exp_t	Uterus-l2fc_gtex	Uterus-l2fc_normal	Uterus-num_g	Uterus-num_n	Uterus-num_t	l2fc_gtex	l2fc_normal
SLC12A6	9.24246958466		9.28214292092	0.0398901395679		125	0	76	9.72218867609	10.6963716566	10.4994333155	0.777244639403	-0.196938341099	9	19	407	10.1702465036	10.9461390728	10.8682097623	0.697963258684	-0.077929310478	929	5	689	9.50364994701	10.6785500015	9.81631742254	0.312666240186	-0.862238090739	178	112	1097	9.37011383993	10.5809307065	9.89614277789	0.526030664521	-0.684786202047	303	51	382	11.3327858506	11.3698641894	11.6293108715	0.296581794813	0.252687154303	271	12	182	9.46382078728	10.4637333896	10.893118586	1.42929779877	0.429377864564	27	72	529	8.92161425193	8.73012879064	8.94522826924	0.0236041688964	0.214974271294	110	50	371	10.3638677175	11.6392665868	10.8954180412	0.531550323699	-0.743848545613	287	59	515	8.92187957013	11.2582952887	11.2252750261	2.30339545593	-0.0570788954458	165	4	179	8.80927100077	10.0088937963	9.60627570722	0.796927077049	-0.402618089072	100	51	495	9.75081222917	9.80825812199	9.69322495914	-0.0575873222295	-0.115033162847	556	1	467	9.31918886891	11.1330839635	10.9429607443	1.62377187542	-0.19013511798	173	36	413	11.1351990525		10.3936245318	-0.741549376656		165	0	154	9.98661076898	10.9379625513	10.831268515	0.844656873633	-0.106693951195	278	59	512	9.51602679339	10.5147790829	9.57205400692	0.056025636766	-0.942725076028	78	23	181	0.52879049411	-0.19353672954
SLC9A1	10.3424918737		11.4752567482	1.13276741023		125	0	76	10.6494851346	11.9120682119	12.3856940174	1.73620888278	0.473625805488	9	19	407	10.1234874571	11.241597511	9.91702244889	-0.206465008186	-1.32457506214	929	5	689	9.7518076441	11.4730679733	11.7853559133	2.03354816949	0.312282379566	178	112	1097	10.5794384797	13.1314140179	11.5730216639	0.993584809553	-1.55839072858	303	51	382	10.1162841696	13.626952991	12.7077092997	2.59142720997	-0.955925748033	271	12	182	9.83114177922	10.8789597293	10.8821013814	1.05095960221	0.00309854517609	27	72	529	8.2403691575	8.26938192836	8.79432444889	0.553952669561	0.524845915457	110	50	371	10.4189174124	12.4471402371	11.9197301228	1.50081271041	-0.52741011427	287	59	515	9.55695833455	12.05889693	12.6146458835	3.05768754895	0.542182262276	165	4	179	10.1743175675	11.6196109952	11.1053067399	0.930987682919	-0.514304255332	100	51	495	10.0366506524	10.4216529516	11.7056357491	1.66898509171	1.28398279755	556	1	467	11.4077882268	13.0361516819	12.6067892794	1.19900105261	-0.436277515853	173	36	413	9.807249409		11.3185801132	1.5113312316		165	0	154	9.80574030454	10.9699574171	11.6707349059	1.8649890392	0.700777498397	278	59	512	9.86366588541	11.0772048089	11.2160736462	1.35234079119	0.138868837312	78	23	181	1.4265767508	-0.216589485339
SLC12A9	10.0192563216		10.8803811978	0.861146326557		125	0	76	10.496996474	11.0293901427	11.6518344325	1.1548379585	0.622444289775	9	19	407	10.1512998744	9.8557656938	11.2209360311	1.06963615676	1.36517033733	929	5	689	9.88460775406	10.2070936127	10.7420707806	0.857458202219	0.534952193254	178	112	1097	10.4209018291	11.2799283746	11.7117696436	1.29087814181	0.43185159624	303	51	382	10.1742024786	10.4668722625	11.3510270973	1.17682508142	0.884124622124	271	12	182	10.3447988871	9.83308693959	10.9771413616	0.632342474492	1.14405361563	27	72	529	9.90174527458	9.85416588811	10.9597852611	1.05803986927	1.1056183755	110	50	371	10.5414700502	11.3606583796	11.5878514686	1.04638141843	0.227193088989	287	59	515	10.3188898802	11.8503175508	11.9835926367	1.66470275656	0.131880019221	165	4	179	10.6402202891	10.8255937905	10.960446898	0.320213746352	0.13485310751	100	51	495	10.2980975301	10.5022142461	11.3969368354	1.09883925587	0.894722589312	556	1	467	10.1387816451	10.5043543909	11.3997672911	1.26098564597	0.892517584094	173	36	413	8.8283197245		11.2348415938	2.40652216217		165	0	154	10.2538010305	10.5393730347	10.9315075809	0.677706462898	0.392134549544	278	59	512	10.4646293996	11.1134508345	11.184772563	0.720141849713	0.0713217285015	78	23	181	1.06383801302	0.483401894747
SLC2A1	8.81557177251		11.1973889691	2.38205758628		125	0	76	12.0528844296	13.5915102243	14.121588266	2.0687038364	0.530078041742	9	19	407	12.0164535104	11.7451011456	12.2236744127	0.207220902266	0.478573267155	929	5	689	9.70324286499	10.8406026589	11.9140186764	2.21077580037	1.07340896428	178	112	1097	9.24986581727	12.1391549147	13.126545465	3.87667968059	0.987390583204	303	51	382	12.7299096964	10.8137200527	14.218344167	1.48846770326	3.40274543449	271	12	182	10.4841014319	11.0929558193	13.8604922874	3.37639085554	2.76742670974	27	72	529	7.39873036453	7.75063366179	8.29182261956	0.893024079237	0.541135241856	110	50	371	8.64675028608	9.56179406415	12.6856451902	4.03889490408	3.12385112601	287	59	515	8.0002966508	11.3161534117	13.9591460713	5.95884942054	2.63105547466	165	4	179	9.7023966477	11.5872251519	11.141355443	1.43892735022	-0.445869708909	100	51	495	13.3029481605	11.1225705003	11.5469979934	-1.75595020465	0.424427493159	556	1	467	9.22281538862	11.3537906482	12.306469583	3.08365419435	0.952603224076	173	36	413	8.4102217326		12.0763536837	3.66621558208		165	0	154	8.9209358307	10.3313254218	11.269894816	2.348959217	0.938569625929	278	59	512	9.25710706837	11.6508277642	12.9560613064	3.69886620144	1.30523354218	78	23	181	2.36550840164	0.945586425003
SLC6A6	11.9488355151		11.162929287	-0.785321909999		125	0	76	10.4188198199	10.6619117317	11.4984724448	1.07965262496	0.836560713092	9	19	407	10.0300677987	9.83478321956	9.14043670685	-0.889631091894	-0.694346512711	929	5	689	10.2748867094	10.872866546	11.2455788867	0.970687321564	0.372712193769	178	112	1097	9.24790037007	9.582261879	12.4658819852	3.21799577694	2.88363426802	303	51	382	10.0374858142	12.0444647152	11.8832584204	1.845772793	-0.164076220719	271	12	182	11.1981775961	11.1255261249	11.4396996318	0.241522035738	0.314173186408	27	72	529	8.15302742377	7.98368886965	8.30303473561	0.149972063506	0.319343312031	110	50	371	11.643199248	12.6956725042	12.4379892717	0.794790023645	-0.257683232569	287	59	515	8.55787883822	12.910772015	13.0789462969	4.52106745868	0.0851613544169	165	4	179	9.89941811664	10.1022650923	9.09665680735	-0.803367689989	-1.00560828499	100	51	495	11.2858729453	10.2032542891	10.6999475724	-0.585925658293	0.496693283303	556	1	467	10.2370587888	10.959504602	11.9483199172	1.71126112841	0.988767873684	173	36	413	8.81303657602		11.6924815696	2.87944500462		165	0	154	10.4797266605	10.6582170574	11.9812766098	1.50154122852	1.32305957036	278	59	512	10.6022462215	11.4398031047	11.6187072143	1.01640492309	0.178904109595	78	23	181	0.993546122327	0.246538648001
SLCO4A1	7.26176401854		8.77988654466	1.51929298102		125	0	76	9.0968085297	8.57978034666	7.14558989035	-1.95121863935	-1.43419045631	9	19	407	9.30454377473	7.80714273133	7.69979666789	-1.60474710684	-0.107346063436	929	5	689	10.2076849449	7.41211527058	6.23465900773	-3.97302606185	-1.17750981176	178	112	1097	8.98407608612	8.23158207647	11.4747842971	2.49070822441	3.24320223406	303	51	382	9.63346768564	10.1146663493	10.3023286987	0.668861068904	0.187661659014	271	12	182	10.6744738589	8.94302919201	9.67211480462	-1.00235905426	0.728840847169	27	72	529	7.11191030031	5.72412910336	4.82570974678	-2.28650336056	-0.89845639581	110	50	371	11.5974446809	8.52553033103	8.34249459166	-3.25495008922	-0.183035739379	287	59	515	7.71507211707	7.49313869054	10.4778366392	2.76276452209	2.98430376398	165	4	179	7.89684887407	6.47197031192	6.33829139878	-1.55857617884	-0.133678913132	100	51	495	10.53956903	6.9821611399	8.78066081847	-1.75890821153	1.79849967857	556	1	467	9.56621293335	9.32934716141	10.776486745	1.21027381161	1.44648058474	173	36	413	7.06195120121		6.74414930495	-0.317796002686		165	0	154	8.86160383125	5.89635314194	7.94253500148	-0.919070945183	2.04618226072	278	59	512	9.28399445853	7.85721419082	7.96861233112	-1.3154105831	0.111398140305	78	23	181	-1.15888481868	0.00202603843436
SLC23A2	13.1619033315		13.120621416	-0.0412471872206		125	0	76	10.648675364	11.2674073826	11.1357584491	0.48708308512	-0.131648933505	9	19	407	12.0441576624	12.783046797	12.6154278659	0.571270203526	-0.167618931003	929	5	689	10.2458088673	11.1762091952	10.4574769582	0.211666563697	-0.718740247395	178	112	1097	10.0073473722	10.2846308334	9.88713855197	-0.120205857239	-0.397489318444	303	51	382	9.56229834704	11.5150911153	11.130910293	1.56862653815	-0.384499367433	271	12	182	9.82696617435	10.8216311713	11.4741335922	1.64716741786	0.652497907047	27	72	529	12.6874029421	11.9096539882	11.7516210421	-0.935795498651	-0.158218666031	110	50	371	10.527748349	11.6228273643	10.9673475354	0.439599186482	-0.655479828894	287	59	515	10.1714829693	11.6115758197	11.2730987559	1.10161578669	-0.339876895603	165	4	179	10.665998401	11.2921321151	11.2102428138	0.544219513317	-0.0818893013253	100	51	495	10.0331567095	11.5110320147	12.2784329777	2.24527486189	0.767400962959	556	1	467	10.207726151	10.7817457312	10.796110314	0.588384162951	0.014362888237	173	36	413	10.3019539854		12.0674594465	1.76554753928		165	0	154	11.2327362986	12.2491782728	12.0847886123	0.852052966028	-0.164388941319	278	59	512	10.7191648955	11.6273324418	9.71024550486	-1.00892744592	-1.91708693695	78	23	181	0.557744858421	-0.253747913303
SLCO3A1	9.17371185953		10.1780419868	1.00503233023		125	0	76	9.01970404919	10.3087551254	10.3186058201	1.29890177087	0.0098506947047	9	19	407	10.3310458989	10.6371603781	9.97188492009	-0.359160978783	-0.66527545805	929	5	689	9.74492344481	10.4046613383	9.45713753966	-0.28781875082	-0.947524818512	178	112	1097	8.41224958416	9.6550733789	9.80971866537	1.39746931996	0.15464552522	303	51	382	10.0923100591	10.124212688	11.2219003458	1.12960861955	1.09770571385	271	12	182	9.37122867231	10.4017595999	11.2008192274	1.82959055513	0.798990774145	27	72	529	8.33587420043	8.58354628007	9.06145039497	0.725568419973	0.477851255186	110	50	371	10.521251958	11.9711972615	10.8886068923	0.367354934297	-1.08259036926	287	59	515	8.13296925811	11.6965443493	11.3803775943	3.24740833621	-0.334222004577	165	4	179	8.70054561662	9.8760520764	8.38306462257	-0.317489072182	-1.49298745383	100	51	495	10.6014516871	9.34821102034	9.34762060287	-1.25383125234	-0.000590417468521	556	1	467	8.6501056267	9.86427655678	10.5818103536	1.9317047269	0.717158229473	173	36	413	11.2346187696		9.28923757714	-1.94538118675		165	0	154	10.1733773133	11.0349663326	11.296301374	1.12292391725	0.261335179388	278	59	512	8.9443694423	10.1878679885	9.48139799314	0.537025866813	-0.706469995313	78	23	181	0.865300375104	-0.167406211023
SLC26A5	2.68090679918		0.591506055162	-2.08881771819		125	0	76	6.57952464049	3.59509389612	1.77648365357	-4.80304098692	-1.81861024255	9	19	407	2.18877863833	1.78601669132	0.958288047006	-1.23049059132	-0.827728644317	929	5	689	4.58706862003	4.11461468833	2.55180936709	-2.03526478779	-1.56348255154	178	112	1097	2.16107081062	1.60627103128	0.665041357012	-1.49602380804	-0.941224028701	303	51	382	1.54407270966	5.48041174488	3.17036875271	1.62630212461	-2.31009014189	271	12	182	2.95808917874	2.11703998239	1.0010974747	-1.95699170404	-1.11595750639	27	72	529	3.15460937116	2.43322207029	1.88298958761	-1.27196013473	-0.551441393224	110	50	371	3.79174550754	4.93513149777	4.19206685281	0.400321345267	-0.743064644966	287	59	515	2.58337352756	3.38061038785	3.04612094206	0.462747414505	-0.436275494151	165	4	179	4.4887394955	4.81462558799	5.50253453263	1.01371962608	0.687908944645	100	51	495	4.50594299682	1.77556081572	0.0	-4.50594493389	-1.77556081572	556	1	467	4.52391264823	3.69414585165	2.61998142042	-1.90393122781	-1.07416502167	173	36	413	3.8749253155		2.41496110207	-1.45987826512		165	0	154	4.88354844048	4.22812023007	4.15523744539	-0.728310406407	-0.0728821944506	278	59	512	1.89080252666	1.82575973266	1.83000530316	-0.0609486154247	0.00424557049977	78	23	181	-1.36591919992	-1.00769452518
SLC29A2	5.95398056374		7.13951367097	1.18555214267		125	0	76	7.47296824324	7.57350294519	9.32221382269	1.84924557945	1.74871087749	9	19	407	8.367758286	7.79098200694	8.45371513672	0.0859568507232	0.662733129778	929	5	689	8.84090114168	8.64641903764	9.30247454486	0.461559696479	0.655803567495	178	112	1097	6.76515783962	9.6970848468	10.3907702481	3.62561243153	0.693685424353	303	51	382	8.08989322593	9.24874861181	9.97776761653	1.88787796918	0.729022187932	271	12	182	9.10077972502	8.93920581585	6.12530026252	-2.9754794625	-2.81391862248	27	72	529	7.51061401524	6.03464282029	7.21714794607	-0.293480042255	1.18226471554	110	50	371	8.23613683109	9.31578787613	10.2233246722	1.98718784113	0.907536796095	287	59	515	9.18760999584	9.09967033729	9.98157542741	0.793965431572	0.871932881435	165	4	179	8.95717755993	9.10362628849	9.48048497396	0.523160005189	0.376858685467	100	51	495	7.34673571575	6.00037142653	6.49655171975	-0.850184311365	0.496180293217	556	1	467	8.94878642991	8.64333438394	10.2520106214	1.30322419149	1.6076858732	173	36	413	6.08577472367		8.39156957927	2.30586534316		165	0	154	8.70601814347	8.58782797551	9.12976578462	0.423747413061	0.541937987821	278	59	512	6.29686255682	8.38572251645	10.3152814132	4.01837293073	1.92955889674	78	23	181	0.989758787123	0.678209277066
SLC29A1	12.1633807235		12.0158842127	-0.147366289091		125	0	76	11.1926200667	12.3001204905	11.6943608567	0.501740789959	-0.605759633827	9	19	407	9.55356365893	10.1869033574	10.1606646654	0.607101006465	-0.0262386920335	929	5	689	11.9171619984	12.6908292975	12.2746054768	0.357382170567	-0.416224170603	178	112	1097	11.7103630985	10.8910102261	12.0675404196	0.357177456099	1.17653032842	303	51	382	9.74681265357	12.3688319021	11.3268710544	1.58021881515	-1.04621721872	271	12	182	10.786407527	11.0836023229	11.6190897294	0.832682202421	0.534957141839	27	72	529	11.0429952729	11.5399517399	12.6048830114	1.56188547847	1.06488713358	110	50	371	10.9003725445	12.078475035	12.0969905383	1.19661799384	0.0185155033489	287	59	515	11.5473082691	12.7557054213	12.6103254176	1.0630171485	-0.145385584401	165	4	179	9.99407230187	10.5662110346	10.1111372693	0.11705949077	-0.455073765241	100	51	495	11.4547191969	10.8624854229	12.2242084885	0.769489157436	1.36172306555	556	1	467	12.0246802471	12.5186101698	11.8008558251	-0.223824421961	-0.718547336434	173	36	413	9.79664565413		12.4846959363	2.68805050458		165	0	154	11.0868160777	11.4635524999	11.785345762	0.698535183688	0.321798826995	278	59	512	11.1072315739	11.5514887679	11.1505531169	0.0433137761918	-0.400935651039	78	23	181	0.652818095077	-0.27316061772
SLC38A1	8.53479984614		9.94435842238	1.40964656825		125	0	76	11.0992353724	12.4452868334	13.2388345587	2.13959918623	0.793547725224	9	19	407	11.2753612875	12.3118399214	12.2876763672	1.01231507963	-0.0241635542206	929	5	689	10.6194965284	13.3835506092	13.9210797962	3.30157543552	0.537516202383	178	112	1097	12.1120584766	13.6116325003	13.5432219014	1.43116409162	-0.0684099320332	303	51	382	11.2794395954	12.6586040521	13.5530936306	2.27371319295	0.891870037766	271	12	182	10.7917081143	12.5056382186	13.9121376762	3.12042956183	1.40625951355	27	72	529	9.64813410281	9.41612558853	10.4944141034	0.846263996314	1.07746688932	110	50	371	10.4981140045	12.1920061767	12.480719931	1.98260592652	0.288713754302	287	59	515	11.2214692547	12.5701906837	12.8005548285	1.57908557377	0.226679636207	165	4	179	10.7815814989	12.7210857093	12.1508339344	1.36921936102	-0.570251774883	100	51	495	11.4340435838	11.6302679383	9.48252594404	-1.95151777814	-2.14774199426	556	1	467	10.9645688467	12.6216805056	13.1223076846	2.15773883795	0.500617085631	173	36	413	6.17070950727		10.4357517647	4.26518197657		165	0	154	11.0466436087	12.8137250823	12.3526333851	1.30598964173	-0.461091170125	278	59	512	11.1256330884	11.8977209219	12.8019885394	1.67635394511	0.904267617467	78	23	181	1.62771975944	0.257696695254
SLC4A7	8.6387676386		8.76002705507	0.121317288454		125	0	76	10.4750883983	10.7381806335	10.148345461	-0.32674293736	-0.589835172496	9	19	407	8.35140448528	8.95520439012	9.46102153855	1.10961705328	0.505817148436	929	5	689	10.2600048393	11.4990059489	10.9455084967	0.685408681875	-0.553498338744	178	112	1097	10.521496525	9.68119019638	10.0681271227	-0.453369248848	0.386937079783	303	51	382	9.47489515161	10.8601497397	10.9622101541	1.48732358858	0.102056765378	271	12	182	9.4169229543	9.90790245332	10.8041724767	1.38724952239	0.895961216785	27	72	529	8.09297045132	7.9002731166	8.28844579421	0.1954617164	0.387894595835	110	50	371	9.52651977864	9.70295628872	10.2974011308	0.77088135216	0.594444842081	287	59	515	8.14816299332	11.2197904215	10.7495205138	2.60135752046	-0.471224625579	165	4	179	10.0862063559	10.0671549508	10.0392292767	-0.0469815316858	-0.0279256741683	100	51	495	9.11514802137	10.1457703125	10.3521716254	1.23702216971	0.206401312921	556	1	467	9.34811348013	10.6809215671	10.6218515749	1.27373809473	-0.0592219827228	173	36	413	8.95905671371		9.1406163749	0.181561025752		165	0	154	9.14780874873	8.82465012196	9.34514352849	0.197336135461	0.520494776495	278	59	512	9.54796012394	9.63586776511	10.0427363146	0.494678906922	0.406868549537	78	23	181	0.590043794399	0.154229039149
SLC14A1	5.03013805791		5.00064419758	-0.028207787699		125	0	76	11.2722372069	11.9456044832	10.3814567194	-0.890780487412	-1.5641477638	9	19	407	10.3351327019	9.29673656904	9.68193987024	-0.653192831671	0.3852033012	929	5	689	5.29974138774	7.46714047169	5.68552731541	0.385772619866	-1.78164664833	178	112	1097	5.812017885	7.20049074558	5.26889427868	-0.543120451468	-1.93159331204	303	51	382	4.33561345335	6.79277719768	4.86911477907	0.53352139943	-1.93648334095	271	12	182	7.68428064303	10.1883420772	8.37619341626	0.691912773227	-1.81215500441	27	72	529	5.51777156887	6.13443861598	4.93256388817	-0.585346008519	-1.20221095774	110	50	371	6.95808990681	9.64927067654	5.83496374952	-1.12312615728	-3.81430692702	287	59	515	6.11175083296	8.5925049028	7.80067730148	1.68892646852	-0.933328194007	165	4	179	10.3239652738	13.0991533501	10.3021361608	-0.0218403778334	-2.79701718924	100	51	495	7.04665811634	6.52182265795	4.19753260236	-2.84912553416	-2.3242900556	556	1	467	6.27468203732	6.93268665297	5.8901939288	-0.384488108514	-1.04270403851	173	36	413	3.18253896608		4.44854236151	1.26680665835		165	0	154	8.01400680683	8.14959950951	7.4120218464	-0.601985210301	-0.737577402034	278	59	512	3.743915596	5.85076674638	5.6449956227	1.90007945523	-0.205771123685	78	23	181	-0.206347948107	-1.79690082637
TMCO3	10.5882334639		10.5516627408	-0.0365217286918		125	0	76	10.060086877	10.8710629943	10.7918979608	0.731811083872	-0.0791650334067	9	19	407	10.2513838038	10.202083613	10.7489031118	0.497519308029	0.546819498837	929	5	689	10.0759081861	11.4106665078	11.8806441562	1.80473595627	0.469974330917	178	112	1097	10.1557814757	11.6122068478	11.4901602282	1.33437899568	-0.122046376439	303	51	382	9.41255760973	11.4532307858	10.8488713622	1.43632571076	-0.604538281678	271	12	182	10.3038176486	11.2759669584	11.5738577338	1.27004008518	0.297883312037	27	72	529	9.35965689042	9.39386160992	10.8664414793	1.50662633492	1.47243503545	110	50	371	10.1947782452	11.7136672764	11.8542927739	1.65951452863	0.140625497423	287	59	515	11.1239383747	12.2696011051	12.347445058	1.22350668329	0.0768099425454	165	4	179	9.99913025932	11.5587358482	11.572205595	1.57304746249	0.0134697467866	100	51	495	9.32485556506	9.84103380718	10.70794727	1.38309169919	0.866913462865	556	1	467	10.7121772995	11.2450605631	11.2244608368	0.512283537267	-0.0209027464956	173	36	413	9.62708269883		9.90944899311	0.282367246963		165	0	154	9.14788574634	10.2042281971	10.0309514849	0.883067885873	-0.173274544938	278	59	512	10.6499654194	11.6139816238	10.796844372	0.14685398893	-0.817137251792	78	23	181	1.24677338423	-0.00371649985453
SPPL2A	10.4991096979		10.9147481943	0.415667087744		125	0	76	10.4677272822	11.81209539	11.6014264879	1.13369920563	-0.210668902112	9	19	407	9.28466706567	9.5690583678	10.7840665492	1.49939948357	1.21500818143	929	5	689	10.063103091	11.4162307775	11.5914928807	1.52838645407	0.175259019816	178	112	1097	10.2164116846	13.0272295195	11.3531602182	1.13674860042	-1.67406923442	303	51	382	9.98293285021	12.4433205484	12.1003568627	2.11742791371	-0.353235127664	271	12	182	10.3307626643	11.6607320135	11.841416628	1.51065396372	0.180676663956	27	72	529	11.4511966674	11.9892597228	12.2679400519	0.816741216109	0.278680276012	110	50	371	10.3615541814	12.2901714048	12.008947441	1.64739325958	-0.281223963798	287	59	515	10.7564696282	12.3042571087	12.1252977377	1.36882810952	-0.189573639623	165	4	179	9.7862293356	11.6184894586	11.1932955347	1.40706617154	-0.42519392388	100	51	495	10.1408052617	11.0411147049	11.0926084842	0.951803205218	0.0514937793614	556	1	467	10.3000168612	12.0652106223	12.0845138852	1.78449702404	0.0191224510955	173	36	413	9.10938240599		10.7715800184	1.66219761357		165	0	154	9.92037128366	11.2495197149	11.4926441282	1.57227282779	0.243124413244	278	59	512	9.77048380342	11.5333966067	11.1021464505	1.33151252538	-0.431250156216	78	23	181	1.45323282755	-0.200121270867
TM9SF3	11.8248504781		12.9874513427	1.16265782441		125	0	76	12.1319078767	13.6341758877	13.3836600556	1.25175217893	-0.250515832143	9	19	407	11.7263592484	12.3861110228	12.6352996693	0.90894042087	0.249188646464	929	5	689	11.9049904651	13.5944004984	13.5390933442	1.63410012939	-0.0553078636161	178	112	1097	12.2227116106	14.4027298677	14.2448977442	2.02219151322	-0.157826743884	303	51	382	11.9763825226	14.7541378661	13.8336503004	1.85742993009	-0.921717538021	271	12	182	11.6791062435	13.2525253058	13.470686006	1.79157976242	0.218160330137	27	72	529	12.3211531727	12.8252567648	13.112601708	0.791432221229	0.287282502336	110	50	371	11.9334102455	13.6049058986	13.7901049679	1.85669472236	0.185199069241	287	59	515	12.3254075579	13.8748296791	14.425646939	2.10023938111	0.550695011262	165	4	179	11.9677306262	14.3956023044	14.394931362	2.42719880373	-0.000670942438662	100	51	495	11.8030945982	11.9695388722	12.5376322661	0.734537161237	0.568093393922	556	1	467	12.6807539959	13.6479184155	14.039137707	1.35838371107	0.390826111265	173	36	413	10.9763337866		12.4371506761	1.46082855778		165	0	154	11.8335258667	13.4178905614	13.734086089	1.90055934758	0.316195539446	278	59	512	11.9440796841	13.8105567401	13.4180954855	1.47395416509	-0.392461254552	78	23	181	1.55402714724	0.0922640634013
ANO9	4.6827147025		3.24355948667	-1.43903569626		125	0	76	9.22973038719	10.0084586947	10.4949613289	1.2652309417	0.486502634143	9	19	407	4.09583853619	2.74705066356	2.24088007496	-1.85495846123	-0.506170588597	929	5	689	8.49414257288	8.07196039266	9.16983959073	0.67568873044	1.09786893351	178	112	1097	7.80594154352	11.5853525003	12.1917340154	4.38580065656	0.606389699749	303	51	382	10.5835525194	10.2409952983	10.4364230387	-0.14709000411	0.19545906307	271	12	182	10.2156200414	7.61492639962	9.15105170658	-1.06456833485	1.53612480978	27	72	529	7.33109240846	5.39035503613	6.45388218027	-0.87749020534	1.06352624988	110	50	371	9.43258100413	9.38474497533	10.6240202404	1.19143923631	1.23927526511	287	59	515	10.4830298559	11.3359507437	10.9861717861	0.503141930236	-0.414486559459	165	4	179	9.72028783916	8.01387670233	8.08125008501	-1.63903777735	0.0673733826797	100	51	495	12.0755913067	9.04482327103	6.07023967883	-6.00535181748	-2.9745835922	556	1	467	10.475269947	9.93482737784	10.7875349971	0.312265050089	0.852665641458	173	36	413	6.93617760189		8.17161005691	1.23550177736		165	0	154	9.01278312383	8.02598165612	8.63048082897	-0.382319869447	0.604502806134	278	59	512	5.71824904958	8.60345050787	10.3561569708	4.63789260497	1.75270646295	78	23	181	0.0825875229895	0.545502720139
ATP1A1	13.1668663705		14.2331437411	1.06631791347		125	0	76	13.0249016348	14.5956659297	14.7917959211	1.7668942863	0.196129991431	9	19	407	13.6232223731	15.042924449	13.8229852512	0.199762878063	-1.21993919779	929	5	689	13.2159448946	14.8566155336	14.7906776198	1.57472759869	-0.0659729241988	178	112	1097	13.1373501831	16.7898668564	16.1196312821	2.98228616346	-0.67023050993	303	51	382	14.0265424004	15.3386403806	15.533603733	1.50710576711	0.194940409916	271	12	182	15.2426391265	17.1640336285	15.0331423296	-0.209496796951	-2.13092753697	27	72	529	12.479672232	13.644684348	14.6233820078	2.14368021964	0.978621998723	110	50	371	14.1475256527	15.978496572	15.5658348404	1.41830918766	-0.412661731607	287	59	515	14.7206892625	16.3369668494	16.4002382491	1.67954898662	0.051086821423	165	4	179	13.1053842364	15.3287605199	15.008772505	1.90329431022	-0.319988014879	100	51	495	14.291715721	16.4495244121	16.794072081	2.50235593286	0.344547668893	556	1	467	13.6204217077	14.9767267424	15.3801656397	1.75974393191	0.403403830942	173	36	413	12.7907162043		14.3142943858	1.5235785259		165	0	154	14.953304048	16.5407705738	16.3678461065	1.41454461661	-0.172920849819	278	59	512	12.4427497537	14.2982010136	14.8018510955	2.3591001647	0.503650081845	78	23	181	1.62713829265	-0.119446887009
